,Content ID,Type_x,Date,Sentiment,Score,Type_y,Category,URL,months
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,2021-05-10,negative,12,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,2021-05
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,2021-03-15,negative,5,photo,studying,https://socialbuzz.cdn.com/content/storage/97522e57-d9ab-4bd6-97bf-c24d952602d2,2021-03
41,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,2020-06-25,negative,10,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2020-06
42,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,2020-09-13,positive,45,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2020-09
43,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20,neutral,35,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2020-08
44,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2021-02-11,negative,15,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-02
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-03-08,negative,5,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-03
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,2021-03-28,negative,0,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-03
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,2021-05-25,negative,5,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-05
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-15,positive,50,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-03
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2021-05-05,positive,65,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-05
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,2021-06-16,positive,60,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-06
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,2020-07-07,neutral,20,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2020-07
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,2020-08-20,neutral,35,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2020-08
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,2020-09-23,positive,65,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2020-09
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,2021-03-24,positive,50,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/9f737e0a-3cdd-4d29-9d24-753f4e3be810,2021-03
55,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-12-07,negative,5,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-12
56,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2020-08-03,positive,75,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-08
57,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2021-01-10,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-01
58,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-09-20,negative,15,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-09
59,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,2020-07-20,positive,70,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-07
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-24,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-10
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-06,positive,30,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-06
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-12-25,positive,60,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-12
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,2021-06-14,positive,50,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-06
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-11-18,negative,5,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-11
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-05-09,positive,30,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-05
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-05-11,negative,10,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-05
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,2020-11-12,neutral,35,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-11
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2020-06-21,positive,60,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-06
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,2021-03-04,positive,75,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-03
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-07-09,positive,70,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-07
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01,negative,5,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-08
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23,negative,10,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-11
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23,negative,10,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-04
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13,positive,70,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-11
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09,positive,30,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-06
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29,positive,65,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-10
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14,positive,60,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2021-05
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04,negative,0,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-08
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-08
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-10
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14,positive,72,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-11
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12,positive,30,photo,healthy eating,https://socialbuzz.cdn.com/content/storage/230c4e4d-70c3-461d-b42c-ec09396efb3f,2020-11
83,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03,negative,12,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,2021-04
84,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27,positive,70,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,2020-09
85,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27,positive,60,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,2020-10
86,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15,negative,15,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,2020-10
87,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07,positive,60,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,2021-05
88,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16,negative,5,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,2020-09
89,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29,neutral,20,photo,technology,https://socialbuzz.cdn.com/content/storage/356fff80-da4d-4785-9f43-bc1261031dc6,2020-10
90,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24,negative,15,video,food,https://socialbuzz.cdn.com/content/storage/01ab84dd-6364-4236-abbb-3f237db77180,2021-05
91,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25,positive,30,GIF,cooking,,2021-02
92,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02,negative,5,GIF,cooking,,2021-05
93,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28,positive,70,GIF,cooking,,2021-01
94,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15,neutral,35,GIF,cooking,,2021-02
95,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04,negative,10,GIF,cooking,,2020-11
96,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23,positive,65,GIF,cooking,,2020-06
97,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16,positive,70,GIF,cooking,,2021-02
98,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03,positive,30,GIF,cooking,,2021-01
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25,positive,72,GIF,cooking,,2020-11
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22,positive,50,GIF,cooking,,2021-05
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18,positive,70,GIF,cooking,,2021-01
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06,neutral,20,GIF,cooking,,2021-01
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14,positive,72,GIF,cooking,,2021-05
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27,negative,12,GIF,cooking,,2021-05
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21,neutral,35,GIF,cooking,,2020-07
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26,negative,10,GIF,cooking,,2021-05
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25,negative,10,GIF,cooking,,2021-02
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07,positive,45,GIF,cooking,,2020-12
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01,neutral,35,GIF,cooking,,2020-09
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10,positive,72,GIF,cooking,,2021-05
111,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12,positive,70,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-02
112,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28,positive,60,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-04
113,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24,positive,45,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-01
114,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18,negative,12,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-03
115,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14,negative,0,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-01
116,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23,positive,60,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-12
117,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21,negative,5,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-05
118,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28,positive,50,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-03
119,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16,neutral,35,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-09
120,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06,positive,60,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-03
121,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13,negative,0,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-01
122,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06,positive,70,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-09
123,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24,positive,30,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-06
124,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07,negative,5,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-02
125,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21,positive,45,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-01
126,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27,negative,10,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-02
127,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22,negative,12,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-08
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03,positive,70,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-08
129,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04,positive,70,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-06
130,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21,positive,75,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-10
131,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26,negative,10,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-12
132,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02,negative,15,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-03
133,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31,neutral,20,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-03
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14,positive,30,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-06
135,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27,negative,15,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-12
136,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11,negative,15,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-02
137,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07,positive,30,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-12
138,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26,positive,30,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-10
139,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26,negative,12,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-09
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25,negative,15,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-11
141,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11,positive,60,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2020-07
142,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19,positive,60,video,dogs,https://socialbuzz.cdn.com/content/storage/3f8590c7-6ab2-4973-805a-90cdec355f05,2021-03
